,address,birthdate,blood_group,company,job,mail,name,phone,residence,sex,ssn,username,website
622,"ст. Пышма, ул. Славянская, д. 86, 140413",1988-10-18,AB+,НПО «Исакова»,Гирудотерапевт,vseslavgrishin@gmail.com,Кононова Лукия Олеговна,+7 718 033 6939,"п. Эльтон, ул. Серафимовича, д. 48, 280982",F,751159292124,julija_24,"['http://rao.org/', 'https://npo.ru/', 'https://www.rao.net/']"
623,"к. Псебай, ул. Дальневосточная, д. 59, 885821",2016-08-27,0+,ИП «Владимирова»,Кромкозакатчик,pandreeva@yahoo.com,Гаврилова Варвара Афанасьевна,+7 (837) 141-1490,"к. Торжок, ул. Карьерная, д. 36, 564578",F,702700994852,avde_09,"['https://ip.com/', 'https://www.ip.org/', 'http://www.ao.ru/', 'https://www.ip.biz/']"
624,"клх Зеленоград, ул. Л.Толстого, д. 26, 153124",2017-12-08,A-,РАО «Боброва»,Авиадиспетчер,vinogradovapelageja@yandex.ru,Шилова Варвара Вадимовна,+7 935 469 4426,"с. Цимлянск, ул. Путевая, д. 52, 776379",F,808232652624,vissarion1988feliks_2006,"['https://shcherbakova.ru/', 'http://www.rao.info/']"
625,"г. Кедровый, ул. Сахалинская, д. 71, 776326",1976-09-08,0+,Дементьев,Портье,akulina1972georgi_2000@gmail.com,Логинова Октябрина Тимуровна,+7 713 656 38 25,"ст. Ангарск, ул. Верхняя, д. 48, 480050",F,818760699563,radim44,"['http://www.ip.biz/', 'http://npo.net/']"
626,"с. Белореченск, ул. Зеленая, д. 93, 199432",1998-11-25,AB-,АО «Суворов»,Футуролог,cignatov@mail.ru,Емельянова Агата Рубеновна,+7 (883) 968-8353,"клх Шуя, ул. Волочаевская, д. 78, 201879",F,089792543454,prohorovigor,"['http://www.rao.info/', 'https://ao.com/', 'http://kuznetsova.edu/', 'https://www.ip.biz/']"
627,"ст. Азов (Рост.), ул. Красина, д. 42, 365584",1975-05-30,AB-,РАО «Рыбакова Баранова»,Гематолог,ignatevustin@mail.ru,Дьячкова Полина Афанасьевна,+7 527 388 2891,"клх Сеймчан, ул. Логовая, д. 80, 101233",F,331378100966,evse_41,"['https://korolev.org/', 'https://www.rao.com/']"
628,"г. Шатой, ул. Лазурная, д. 94, 009292",1970-01-04,0-,ИП «Лебедев»,Иконописец,ippolitgromov@mail.ru,Власова Антонина Алексеевна,+7 (993) 881-2299,"ст. Тулпан, ул. Краснодарская, д. 54, 688669",F,966469567337,boleslav_26,"['http://ao.info/', 'http://www.rao.info/', 'http://www.ao.info/', 'http://ip.info/']"
629,"д. Нефтеюганск, ул. Ермака, д. 87, 274871",1977-04-07,A-,ИП «Беспалова-Антонова»,Горняк,vladislav10@yahoo.com,Новиков Венедикт Исидорович,+7 (495) 199-65-15,"ст. Сарапул, ул. Суворова, д. 75, 908246",M,615292664216,uljan2002gostomisl_2017,['http://npo.info/']
630,"с. Уренгой, ул. Отрадная, д. 79, 921764",1980-04-24,B+,АО «Якушев Богданова»,Военный дознаватель,lazarevvladislav@rambler.ru,Александров Стоян Витальевич,+7 (300) 908-9948,"с. Горно-Алтайск, ул. Серова, д. 37, 468595",M,086690869979,vjacheslav_07,"['https://npo.biz/', 'http://rao.biz/', 'http://rao.ru/', 'https://www.npo.biz/']"
631,"с. Курчатов, ул. Седова, д. 55, 586427",1973-06-13,B+,РАО «Блохин Галкина»,Сварщик,evstigne_91@rambler.ru,Третьякова Полина Валентиновна,+7 (536) 463-7547,"к. Шатой, ул. Амурская, д. 69, 562577",F,157421795864,parfen44,['http://rao.com/']
632,"с. Новомосковск, ул. Химиков, д. 59, 540179",1983-08-21,AB-,АО «Панова Хохлов»,Маркшейдер,lignateva@yahoo.com,Колобов Митофан Бориславович,+7 353 599 81 98,"д. Сеймчан, ул. Промышленная, д. 09, 536767",M,310389503970,seliverstovostromir,"['https://www.npo.com/', 'https://www.ip.net/']"
633,"г. Курганинск, ул. Советская, д. 40, 032294",1981-11-04,AB-,АО «Козлова»,Корректор,dmitrievairaida@rambler.ru,Сазонова Таисия Леонидовна,+7 421 890 6988,"клх Улан-Удэ, ул. Васильковая, д. 08, 953929",F,877510050434,ladislav1984avksenti_1991,"['https://ip.edu/', 'http://npo.net/', 'https://www.ao.info/', 'https://npo.info/']"
634,"г. Ухта, ул. Орджоникидзе, д. 24, 084069",2006-07-24,A-,НПО «Чернов»,Десантник,doroninaalina@hotmail.com,Баранова Варвара Руслановна,+7 935 414 48 91,"д. Поярково, ул. Пионерская, д. 59, 798991",F,364530119843,german90,"['http://www.ip.info/', 'https://ip.biz/', 'https://stepanova.com/', 'http://npo.info/']"
635,"с. Завьялиха, ул. Тульская, д. 58, 882780",2010-05-03,AB-,Белозерова,Жиловщик/Обвальщик,spiridon_47@rambler.ru,Макаров Мартын Дмитриевич,+7 162 956 90 47,"ст. Пушкино (Моск.), ул. Дарвина, д. 46, 022095",M,771368034429,juri55,['http://www.ip.info/']
636,"д. Лысьва, ул. Харьковская, д. 27, 076747",1998-04-10,AB-,НПО «Костина-Шестаков»,Гренадер,kudrjashovtverdislav@yahoo.com,Кондратьева Зинаида Владимировна,+7 (446) 699-1092,"клх Углегорск, ул. Сосновая, д. 58, 877956",F,566585534276,suhanovapolina,"['https://www.npo.biz/', 'http://www.npo.com/']"
637,"к. Юрюзань, ул. Клубная, д. 71, 483680",1991-04-28,0-,НПО «Корнилов»,Поэт,komissarovapraskovja@rambler.ru,Кабанова Полина Вениаминовна,+7 (093) 611-77-31,"клх Якутск, ул. Поперечная, д. 45, 436257",F,304787196649,vharitonova,"['http://ip.ru/', 'http://www.rao.edu/', 'https://ip.org/', 'http://www.ip.net/']"
638,"г. Стрежевой, ул. Крайняя, д. 53, 943103",1989-01-08,0-,НПО «Мишин»,Нотариус,valeri1987luchezar_2011@yahoo.com,Меркушев Кондрат Харлампович,+7 (893) 752-58-11,"п. Нефтегорск (Самар.), ул. Машиностроителей, д. 24, 647161",M,817647273778,bolshakovalukija,"['https://www.ao.info/', 'https://www.lazarev.net/']"
639,"г. Белгород, ул. Черемушки, д. 73, 287787",1972-05-01,0+,АО «Борисов»,Модельер,nikiforovevlampi@rambler.ru,Дьячков Дмитрий Тихонович,+7 411 482 28 53,"д. Шамары, ул. Невского, д. 97, 910062",M,019356696264,kudrjashovaanzhela,"['http://npo.edu/', 'https://www.rao.net/', 'http://ip.com/', 'http://npo.org/']"
640,"с. Салават, ул. Черемушки, д. 83, 255510",2011-01-15,AB-,РАО «Анисимова-Иванова»,Кондитер,miroslavsuvorov@hotmail.com,Лихачева Раиса Григорьевна,+7 (642) 326-21-89,"д. Змеиногорск, ул. Абрикосовая, д. 64, 802436",F,614027821610,jfomicheva,"['https://www.rao.ru/', 'http://www.ao.com/']"
641,"ст. Борзя, ул. Орджоникидзе, д. 61, 660111",2003-05-16,AB+,Назаров,Библиотекарь,hariton48@yahoo.com,Мишин Изот Антипович,+7 212 612 9904,"ст. Сорочинск, ул. Березовая, д. 79, 352764",M,600985194104,jaropolk_18,"['http://www.rao.org/', 'http://www.ip.net/', 'http://ip.biz/']"
642,"ст. Ряжск, ул. Панфилова, д. 47, 959893",2003-03-09,B+,Горбунова,Столяр,nikonovrostislav@mail.ru,Григорьев Спартак Трофимович,+7 (326) 212-67-54,"ст. Кулунда, ул. Леваневского, д. 26, 523704",M,392856003044,kulikovnikandr,['http://www.lazarev.com/']
643,"г. Котлас, ул. Тенистая, д. 66, 822848",1998-07-09,B-,Филатов,Моторист,dfomina@gmail.com,Савельева Агата Львовна,+7 (293) 511-9371,"ст. Верхотурье, ул. Гафури, д. 55, 233962",F,954937956115,komarovjanuari,['https://www.npo.com/']
644,"п. Луга, ул. Просвещения, д. 97, 864788",2009-08-02,0-,"РАО «Кондратьев, Соколова и Зуев»",Следователь,jilin@gmail.com,Зимин Сильвестр Арсеньевич,+7 505 813 24 79,"ст. Красноярск, ул. Московская, д. 72, 316429",M,839483613042,dkulagina,"['https://rao.com/', 'http://rao.biz/', 'https://ao.com/', 'https://ao.info/']"
645,"клх Моздок, ул. Базарная, д. 97, 426866",1971-12-28,AB-,ИП «Архипова-Шестакова»,Горнострелок,nikonovaanna@yandex.ru,Баранова Элеонора Аскольдовна,+7 (869) 841-4962,"к. Ногинск (Моск.), ул. Запрудная, д. 08, 983302",F,999277907993,akimkulikov,['http://npo.info/']
646,"г. Витим, ул. Белинского, д. 46, 007192",2000-02-01,AB-,АО «Лебедева Соловьева»,Сексолог,pbelousov@rambler.ru,Попов Мариан Демьянович,+7 785 261 3547,"к. Талдом, ул. Инженерная, д. 28, 310876",M,364893889700,tit_18,"['http://zikov.info/', 'https://www.ao.net/']"
647,"д. Октябрьское (Хант.), ул. 8 Марта, д. 05, 159415",1970-01-15,0+,Новикова,Бортмеханик,petrovmartjan@yahoo.com,Калинина Надежда Михайловна,+7 744 913 89 83,"д. Эльбрус, ул. Виноградная, д. 21, 742333",F,659113839407,krjukoverofe,"['http://ip.biz/', 'http://www.ao.edu/', 'https://baranov.com/']"
648,"г. Гдов, ул. Химиков, д. 56, 960569",1982-04-08,B+,ИП «Калинин Корнилова»,Механик,rusakovanadezhda@mail.ru,Алексеева Юлия Леонидовна,+7 123 684 49 38,"д. Жиганск, ул. Менделеева, д. 12, 239714",F,074787985736,cmerkushev,"['http://fomina.ru/', 'https://ip.net/', 'http://www.ao.edu/', 'http://www.npo.biz/']"
649,"п. Териберка, ул. Дружба, д. 70, 733913",1999-04-03,AB-,ИП «Кулаков-Попов»,Дизайнер-конструктор,krasilnikovakira@mail.ru,Носков Христофор Федосьевич,+7 (107) 352-2749,"ст. Алапаевск, ул. Заводская, д. 54, 455964",M,800730250303,ustinribakov,"['http://www.birjukov.edu/', 'http://npo.com/', 'http://rao.com/']"
650,"д. Углегорск, ул. Гаражная, д. 35, 029781",2004-09-08,0-,Большаков,Огнемётчик,petuhovaelena@hotmail.com,Панфилов Евстафий Артёмович,+7 082 782 14 19,"с. Домодедово, ул. Дальневосточная, д. 27, 048801",M,552681012087,borisovaemilija,"['https://npo.org/', 'https://turov.ru/']"
651,"д. Кизляр, ул. Орджоникидзе, д. 27, 426196",2005-11-25,0-,Елисеев,Швея,sofron1991stanimir_2011@hotmail.com,Устинова Пелагея Васильевна,+7 717 849 43 35,"к. Бронницы, ул. Рязанская, д. 34, 637078",F,229146398020,evgrafsuhanov,"['http://ao.biz/', 'http://rao.info/', 'https://ao.com/']"
652,"клх Кяхта, ул. 1 Мая, д. 79, 040259",2010-01-15,A-,"АО «Денисова, Петрова и Миронов»",Ботаник,olimpiada08@mail.ru,Прохоров Рюрик Якубович,+7 (112) 415-32-37,"клх Ейск, ул. Просвещения, д. 98, 662326",M,203429191680,doroninmarian,['http://www.rao.biz/']
653,"клх Саянск, ул. Черемушки, д. 14, 164516",1991-01-22,A-,Козлова,Метеоролог,olimpi1973kornil_2012@yandex.ru,Блохина Вероника Владиславовна,+7 026 121 5121,"п. Обнинск, ул. Литейная, д. 32, 628632",F,679772657260,galkinaevdokija,"['http://www.ip.edu/', 'https://www.rao.com/']"
654,"ст. Стерлитамак, ул. Совхозная, д. 77, 564360",2009-10-31,AB+,РАО «Кириллов-Филатова»,Изобретатр,azaripotapov@hotmail.com,Князева Регина Эльдаровна,+7 506 247 0832,"д. Кондопога, ул. Серафимовича, д. 39, 275751",F,791637377387,kira1992vadim_1984,"['http://npo.info/', 'https://www.npo.net/', 'https://zuev.com/', 'https://ao.biz/']"
655,"п. Новороссийск, ул. Балтийская, д. 12, 219132",2004-07-03,AB-,РАО «Виноградова Костин»,Сапёр,radislav_97@mail.ru,Елисеев Тимур Эдуардович,+7 046 498 0646,"д. Камышин, ул. Монтажников, д. 12, 385988",M,515245539319,anikita1978vadim_2012,"['https://www.rao.info/', 'http://www.bobrov.net/', 'http://kozlov.info/', 'http://rao.edu/']"
656,"г. Тура, ул. Лазо, д. 98, 702259",1973-11-15,0-,АО «Исаев»,Кок,tretjakovpankrat@hotmail.com,Кулакова Анжела Филипповна,+7 (074) 599-5008,"клх Карачаевск, ул. Беляева, д. 78, 885416",F,961192723802,gromovapelageja,"['http://www.ip.edu/', 'http://ip.edu/', 'https://www.ip.com/', 'http://ip.org/']"
657,"г. Липецк, ул. Крупской, д. 29, 194634",2002-07-12,B-,НПО «Максимов-Голубев»,Дипломат,terentevadarja@mail.ru,Михайлова Елизавета Юрьевна,+7 (675) 936-09-50,"с. Быково (метеост.), ул. Юности, д. 46, 357282",F,707166511328,potap_26,"['http://www.timofeeva.biz/', 'http://rao.edu/', 'https://ip.edu/']"
658,"к. Москва, МГУ, ул. Поселковая, д. 41, 380385",1989-05-22,A-,"АО «Филатов, Игнатьева и Князев»",Продавец,vadim1985vasilisa_2002@yahoo.com,Третьяков Бажен Трифонович,+7 420 370 8263,"г. Сортавала, ул. Рябиновая, д. 73, 276698",M,779496962977,trofim2006sinklitikija_1970,['http://ip.biz/']
